Name, Rate, Phone Numbers that Start With, 
"El Salvador",0.351,"503, 5037, 5038, 5039, 50338, 50339, 50373, 50374, 50375, 503222, 503229, 503252, 503700, 503701, 503702, 503703, 503704, 503705, 503706, 503708, 503709, 503710, 503711, 503712, 503713, 503714, 503715, 503716, 503717, 503718, 503720, 503721, 503722, 503723, 503724, 503725, 503726, 503727, 503728, 503729, 503760, 503761, 503762, 503763, 503764, 503765, 503766, 503770, 503771, 503772, 503773, 503774, 503775, 503776, 503777, 503781, 503782, 503783, 503785, 503786, 503787, 503788, 503789, 503790, 503791, 503792, 503793, 503794, 503795, 503796, 503797, 503799, 5032050, 5032100, 5032101, 5032102, 5032103, 5032113, 5032121, 5032200, 5032202, 5032203, 5032204, 5032205, 5032206, 5032207, 5032208, 5032209, 5032210, 5032211, 5032212, 5032213, 5032214, 5032216, 5032219, 5032230, 5032231, 5032232, 5032233, 5032234, 5032235, 5032236, 5032238, 5032239, 5032240, 5032241, 5032242, 5032243, 5032244, 5032245, 5032248, 5032250, 5032251, 5032253, 5032257, 5032258, 5032260, 5032261, 5032263, 5032264, 5032267, 5032270, 5032271, 5032272, 5032273, 5032274, 5032275, 5032276, 5032277, 5032278, 5032279, 5032281, 5032282, 5032284, 5032286, 5032287, 5032288, 5032289, 5032300, 5032302, 5032304, 5032307, 5032309, 5032318, 5032323, 5032325, 5032327, 5032328, 5032329, 5032334, 5032346, 5032349, 5032351, 5032354, 5032355, 5032366, 5032367, 5032372, 5032373, 5032379, 5032389, 5032393, 5032397, 5032399, 5032401, 5032402, 5032403, 5032404, 5032405, 5032406, 5032411, 5032414, 5032415, 5032416, 5032420, 5032421, 5032426, 5032427, 5032429, 5032430, 5032431, 5032434, 5032440, 5032445, 5032447, 5032448, 5032451, 5032452, 5032455, 5032479, 5032480, 5032482, 5032483, 5032484, 5032487, 5032489, 5032497, 5032500, 5032501, 5032502, 5032504, 5032505, 5032507, 5032508, 5032509, 5032510, 5032511, 5032512, 5032513, 5032514, 5032516, 5032517, 5032519, 5032530, 5032531, 5032532, 5032533, 5032534, 5032535, 5032536, 5032555, 5032600, 5032601, 5032603, 5032606, 5032609, 5032612, 5032615, 5032620, 5032623, 5032624, 5032631, 5032634, 5032635, 5032639, 5032645, 5032650, 5032656, 5032660, 5032661, 5032663, 5032665, 5032668, 5032669, 5032670, 5032671, 5032677, 5032678, 5032679, 5032680, 5032681, 5032683, 5032697, 5037780, 5037781, 5037782, 5037783, 5037784, 5037785, 5037786, 5037787, 5037788, 5037789, 5037790, 5037791, 5037792, 5037793, 5037794, 5037795, 5037796, 5037797, 5037798, 5037799, 5037805, 5037806, 5037807, 5037808, 5037809, 5037840, 5037841, 5037842, 5037843, 5037844, 5037845, 5037846, 5037847, 5037848, 5037849, 5037985, 5037986, 5037987, 5037988, 5037989, 50321010, 50321011, 50321012, 50321013, 50321014, 50321040, 50321041, 50321042, 50321043, 50321044, 50322010, 50322011, 50322012, 50322013, 50322014, 50322015, 50322016, 50322017, 50322018, 50322019, 50322070, 50322071, 50322072, 50322073, 50322074, 50322075, 50322076, 50322077, 50322078, 50322079, 50322151, 50322152, 50322153, 50322154, 50322155, 50322156, 50322157, 50322158, 50322159, 50322170, 50322171, 50322172, 50322173, 50322174, 50322175, 50322176, 50322177, 50322178, 50322179, 50322180, 50322181, 50322182, 50322183, 50322184, 50322185, 50322186, 50322187, 50322188, 50322189, 50322196, 50322197, 50322198, 50322370, 50322371, 50322372, 50322373, 50322374, 50322375, 50322376, 50322377, 50322378, 50322379, 50322460, 50322461, 50322462, 50322463, 50322464, 50322465, 50322466, 50322467, 50322468, 50322469, 50322470, 50322471, 50322472, 50322473, 50322474, 50322475, 50322476, 50322477, 50322478, 50322479, 50322490, 50322491, 50322492, 50322493, 50322494, 50322495, 50322496, 50322497, 50322498, 50322499, 50322520, 50322521, 50322522, 50322523, 50322524, 50322525, 50322526, 50322527, 50322528, 50322529, 50322540, 50322541, 50322542, 50322543, 50322544, 50322545, 50322546, 50322547, 50322548, 50322549, 50322550, 50322551, 50322552, 50322553, 50322554, 50322555, 50322556, 50322560, 50322561, 50322562, 50322563, 50322564, 50322565, 50322566, 50322567, 50322568, 50322569, 50322590, 50322591, 50322592, 50322593, 50322594, 50322595, 50322596, 50322597, 50322598, 50322599, 50322620, 50322621, 50322622, 50322623, 50322624, 50322625, 50322626, 50322627, 50322628, 50322650, 50322651, 50322652, 50322653, 50322654, 50322655, 50322656, 50322657, 50322658, 50322659, 50322660, 50322661, 50322662, 50322663, 50322664, 50322665, 50322666, 50322667, 50322668, 50322669, 50322681, 50322682, 50322683, 50322684, 50322685, 50322686, 50322687, 50322688, 50322689, 50322690, 50322692, 50322693, 50322694, 50322695, 50322696, 50322697, 50322698, 50322699, 50322800, 50322801, 50322802, 50322803, 50322804, 50322805, 50322806, 50322807, 50322808, 50322809, 50322830, 50322831, 50322832, 50322833, 50322834, 50322835, 50322836, 50322837, 50322838, 50322839, 50322850, 50322851, 50322852, 50322853, 50322854, 50322855, 50323000, 50323001, 50323002, 50323003, 50323004, 50323010, 50323011, 50323012, 50323013, 50323014, 50323015, 50323016, 50323017, 50323018, 50323019, 50323050, 50323051, 50323052, 50323053, 50323054, 50323055, 50323056, 50323057, 50323058, 50323059, 50323060, 50323061, 50323062, 50323063, 50323064, 50323065, 50323066, 50323067, 50323068, 50323080, 50323081, 50323100, 50323101, 50323102, 50323103, 50323104, 50323105, 50323106, 50323107, 50323108, 50323109, 50323110, 50323111, 50323112, 50323119, 50323120, 50323121, 50323122, 50323123, 50323124, 50323129, 50323130, 50323131, 50323132, 50323133, 50323134, 50323135, 50323136, 50323137, 50323138, 50323139, 50323140, 50323141, 50323142, 50323143, 50323144, 50323146, 50323148, 50323149, 50323152, 50323153, 50323154, 50323155, 50323156, 50323157, 50323158, 50323159, 50323160, 50323161, 50323162, 50323163, 50323164, 50323165, 50323166, 50323167, 50323168, 50323169, 50323175, 50323176, 50323177, 50323178, 50323179, 50323190, 50323191, 50323192, 50323193, 50323194, 50323195, 50323196, 50323197, 50323198, 50323199, 50323214, 50323215, 50323220, 50323221, 50323222, 50323240, 50323260, 50323261, 50323262, 50323263, 50323264, 50323300, 50323301, 50323302, 50323303, 50323304, 50323305, 50323306, 50323307, 50323309, 50323312, 50323313, 50323314, 50323317, 50323319, 50323320, 50323321, 50323322, 50323323, 50323329, 50323330, 50323331, 50323332, 50323333, 50323334, 50323335, 50323336, 50323337, 50323339, 50323351, 50323352, 50323353, 50323357, 50323359, 50323360, 50323361, 50323362, 50323370, 50323374, 50323379, 50323380, 50323381, 50323382, 50323383, 50323384, 50323385, 50323386, 50323388, 50323389, 50323397, 50323398, 50323399, 50323400, 50323407, 50323408, 50323409, 50323410, 50323411, 50323412, 50323413, 50323414, 50323420, 50323423, 50323430, 50323431, 50323432, 50323433, 50323434, 50323440, 50323441, 50323442, 50323443, 50323444, 50323453, 50323454, 50323455, 50323456, 50323457, 50323458, 50323459, 50323479, 50323488, 50323509, 50323529, 50323536, 50323560, 50323569, 50323570, 50323580, 50323600, 50323608, 50323609, 50323610, 50323611, 50323620, 50323621, 50323622, 50323623, 50323624, 50323625, 50323626, 50323627, 50323628, 50323640, 50323650, 50323659, 50323680, 50323690, 50323691, 50323700, 50323740, 50323741, 50323750, 50323751, 50323765, 50323770, 50323780, 50323781, 50323785, 50323800, 50323801, 50323820, 50323821, 50323822, 50323823, 50323824, 50323830, 50323831, 50323842, 50323843, 50323844, 50323850, 50323855, 50323863, 50323900, 50323901, 50323902, 50323920, 50323940, 50323941, 50323950, 50323959, 50323963, 50323967, 50323988, 50324070, 50324080, 50324081, 50324082, 50324083, 50324084, 50324085, 50324090, 50324091, 50324092, 50324100, 50324101, 50324102, 50324103, 50324104, 50324105, 50324106, 50324107, 50324120, 50324121, 50324122, 50324123, 50324125, 50324126, 50324127, 50324128, 50324129, 50324130, 50324131, 50324132, 50324133, 50324134, 50324135, 50324136, 50324137, 50324138, 50324139, 50324174, 50324175, 50324176, 50324177, 50324178, 50324179, 50324180, 50324181, 50324220, 50324221, 50324230, 50324231, 50324232, 50324233, 50324234, 50324250, 50324251, 50324252, 50324280, 50324281, 50324282, 50324330, 50324370, 50324385, 50324410, 50324411, 50324412, 50324413, 50324414, 50324415, 50324416, 50324417, 50324418, 50324420, 50324430, 50324431, 50324440, 50324441, 50324469, 50324490, 50324491, 50324492, 50324500, 50324501, 50324502, 50324503, 50324504, 50324505, 50324530, 50324531, 50324535, 50324536, 50324560, 50324561, 50324562, 50324563, 50324564, 50324575, 50324609, 50324610, 50324611, 50324612, 50324620, 50324629, 50324649, 50324650, 50324651, 50324660, 50324679, 50324680, 50324692, 50324693, 50324700, 50324709, 50324710, 50324715, 50324723, 50324730, 50324737, 50324738, 50324739, 50324750, 50324751, 50324752, 50324753, 50324754, 50324810, 50324811, 50325030, 50325031, 50325032, 50325033, 50325048, 50325049, 50325060, 50325061, 50325062, 50325063, 50325064, 50325069, 50325185, 50325386, 50326040, 50326041, 50326042, 50326043, 50326044, 50326045, 50326046, 50326050, 50326070, 50326080, 50326081, 50326082, 50326083, 50326084, 50326085, 50326102, 50326105, 50326106, 50326107, 50326108, 50326109, 50326110, 50326111, 50326130, 50326131, 50326132, 50326133, 50326134, 50326135, 50326136, 50326137, 50326138, 50326139, 50326140, 50326141, 50326145, 50326146, 50326147, 50326148, 50326149, 50326160, 50326161, 50326182, 50326186, 50326190, 50326191, 50326194, 50326199, 50326220, 50326221, 50326222, 50326223, 50326224, 50326250, 50326251, 50326252, 50326253, 50326254, 50326264, 50326265, 50326266, 50326267, 50326270, 50326274, 50326275, 50326276, 50326278, 50326280, 50326281, 50326282, 50326283, 50326284, 50326295, 50326308, 50326320, 50326321, 50326322, 50326323, 50326324, 50326325, 50326337, 50326338, 50326339, 50326380, 50326400, 50326401, 50326402, 50326411, 50326412, 50326413, 50326414, 50326430, 50326431, 50326432, 50326433, 50326434, 50326440, 50326441, 50326470, 50326477, 50326480, 50326490, 50326494, 50326495, 50326497, 50326499, 50326510, 50326520, 50326540, 50326541, 50326542, 50326543, 50326581, 50326586, 50326588, 50326590, 50326593, 50326595, 50326596, 50326620, 50326621, 50326622, 50326623, 50326624, 50326642, 50326644, 50326670, 50326671, 50326672, 50326673, 50326674, 50326675, 50326676, 50326677, 50326678, 50326750, 50326751, 50326752, 50326753, 50326754, 50326760, 50326761, 50326762, 50326763, 50326820, 50326821, 50326822, 50326823, 50326824, 50326870, 50326871, 50326872, 50326877, 50326878, 50326879, 50326882, 50326885, 50370700, 50370701, 50322050000"
"Equatorial Guinea",0.365,"240, 2402, 2405, 2406, 2407"
Eritrea,0.514,291
Estonia,0.073,372
Estonia,0.142,"37250, 37251, 37252, 37253, 37254, 37255, 37256, 37258, 37281, 37282, 372531, 372532, 372533, 372536, 372570, 372571, 372572, 372573, 372574, 372575, 372576, 372577, 372578, 372579, 372590, 372591, 372592, 372593, 372594, 372595, 372596, 372597, 372598, 372599, 3725353"
Ethiopia,0.378,"251, 2511, 25111"
Ethiopia,0.448,"2519, 25191, 251189, 251910, 251958, 251959, 2512289, 2512589, 2513389, 2513489, 2514689, 2514789, 2515789, 2515859, 2515889"
"Faroe Islands",0.395,"298, 2985, 29821, 29822, 29823, 29824, 29825, 29826, 29827, 29828, 29829, 29871, 29872, 29873, 29874, 29875, 29876, 29877, 29878, 29879, 29891, 29892, 29893, 29894, 29895, 29896, 29897, 29898, 29899"
Fiji,0.535,"679, 6799, 67970, 67971, 67972, 67973, 67974, 67986, 67987"
"Finland/Aland Islands",0.070,"358, 3589"
"Finland/Aland Islands",0.120,"3584, 35840, 35841, 35842, 35844, 35846, 35849, 35850, 358432, 358436, 358438, 358450, 358451, 358452, 358456, 358457, 358491, 358492, 358493, 3584320, 3584321, 3584541, 3584574, 3584576, 3584577, 3584578, 3584579"
"Finland/Aland Islands",0.130,"3587, 3588, 35810, 35820, 35829, 35830, 35860, 35871, 358800"
France,0.017,33
France,0.045,"33651, 33652, 33695, 33781, 33782, 33783, 336000, 336006"
France,0.045,"3367, 3368, 33607, 33608, 33630, 33631, 33632, 33633, 33637, 33638, 33640, 33642, 33643, 33645, 33647, 33648, 33654, 33770, 33771, 33785, 33786, 33787, 33788, 33789, 336001, 336008, 336020, 336021, 336365, 336366, 336367, 336368, 336369, 336417, 336441, 336442, 336443, 336490, 336491, 336492, 336493, 336494, 336496, 336497, 336498, 3364160, 3364161, 3364951, 3364952, 3364953, 3364954, 3364955, 3364956, 3364957, 3364958, 3364959, 3364992, 3364993, 3375061, 3375062, 3375063, 3375064, 3375065, 3375066, 3375067, 3375068, 3375069"
France,0.045,"3366, 3376, 33650, 33658, 33659, 33698, 33699, 33718, 33719, 336003, 336009, 336444, 336445, 336446, 336530, 336531, 336532, 336533, 336534, 337521, 337522, 337523, 337524, 337525, 337527, 337528, 337529, 337540, 337541, 337542, 337544, 337545, 3364950"
France,0.060,"3361, 3362, 33601, 33603, 33609, 33634, 33635, 33636, 33646, 33655, 33755, 33759, 33777, 33778, 33779, 33780, 336002, 336007, 336022, 336023, 336024, 336025, 336040, 336041, 336044, 336045, 336046, 336047, 336048, 336049, 336050, 336051, 336052, 336053, 336054, 336064, 336065, 336066, 336067, 336068, 336069, 336410, 336411, 336412, 336413, 336414, 336415, 336418, 336419, 336440, 336447, 336448, 336449, 336567, 336568, 336698, 337500, 337501, 337505, 337507, 337508, 337509, 337520, 337526, 337575, 337576, 337577, 337578, 337713, 337714, 3363801, 3363802, 3363803, 3363804, 3363805, 3363807, 3363808, 3363809, 3364005, 3364006, 3364007, 3364008, 3364009, 3364163, 3364164, 3364166, 3364167, 3364168, 3364169, 3364990, 3364991, 3364995, 3364998, 3364999, 3365666, 3365667, 3365668, 3365669, 3375060, 3375432, 3375707, 3375717, 3377150, 3377151, 3377152, 3377153, 3377154"
France,0.060,"336, 337, 33753, 33758, 336055, 336056, 336057, 336058, 336059, 337510, 337511, 337512, 337513, 337514, 337515"
"French Guiana",0.165,594
"French Guiana",0.501,"5946941, 5946942, 5946943, 5946949, 59469440, 59469441, 59469442, 59469443, 59469444, 59469445"
"French Guiana",0.526,594694
"French Polynesia",0.430,"689, 6892, 6897"
Gabon,0.246,"241, 2415"
Gabon,0.255,2416
Gabon,0.290,2417
Gabon,0.356,"2412, 2413, 24103, 24104, 24105, 24106, 24107, 24108, 24109, 24141, 24151, 24152, 24153, 24157, 24161, 24163, 24168, 24175, 24180, 24181, 24184, 24185, 24187, 24189, 24191, 24194, 24195, 24197"
Gambia,0.622,"220, 2206, 2207, 2209, 22093, 22097, 22098, 22099"
Georgia,0.096,"995, 99532"
Georgia,0.211,"9955, 9957, 9959, 99544, 99555, 99557, 99558, 99571, 99574, 99576, 99577, 99579, 99590, 99591, 99593, 99595, 99596, 99597, 99598, 99599"
Germany,0.017,49
Germany,0.070,"49151, 49155, 49159, 49160, 49162, 49163, 49170, 49171, 49172, 49173, 49174, 49175, 49176, 49177, 49178, 49179, 491520, 491521, 491522, 491523, 491524, 491525, 491526, 491527, 491528, 491571, 491572, 491573, 491574, 491576, 491577, 491578, 491579"
Germany,0.170,491575
Germany,0.350,"49150, 49156, 49164, 49166, 49168, 49169, 491570, 491774"
Ghana,0.106,"233, 23321"
Ghana,0.302,"23320, 23323, 23324, 23326, 23327, 23328, 23354"
Gibraltar,0.101,350
Gibraltar,0.365,"35050, 35051"
Gibraltar,0.447,"35054, 35056, 35057, 35058"
Greece,0.033,"30, 3021, 30231"
Greece,0.229,"306, 309, 30690, 30693, 30694, 30695, 30696, 30697, 30698, 30699"
Greenland,0.822,"299, 2992, 2994, 2995"
Grenada,0.185,1473
Grenada,0.290,"1473403, 1473404, 1473405, 1473406, 1473407, 1473408, 1473409, 1473410, 1473414, 1473415, 1473416, 1473417, 1473418, 1473419, 1473533, 1473534, 1473535, 1473536, 1473537, 1473538"
Grenada,0.343,"147340, 147341, 147353, 1473269, 1473328, 1473329, 1473349, 1473386, 1473420, 1473421, 1473422, 1473441, 1473449, 1473455, 1473456, 1473457, 1473458, 1473459, 1473468, 1473473, 1473490, 1473636, 1473773, 1473938, 14737582, 14737584, 14737587, 14737842, 14737844, 14737847"
Guadeloupe,0.104,590
Guadeloupe,0.423,"5906905, 59069011, 59069012, 59069013, 59069014, 59069015, 59069016, 59069017, 59069018, 59069019, 59069020, 59069021, 59069023, 59069024, 59069025, 59069027, 59069030, 59069031, 59069032, 59069033, 59069034, 59069035, 59069036, 59069037, 59069038, 59069039, 59069040, 59069041, 59069042, 59069043, 59069044, 59069045, 59069046, 59069047, 59069048, 59069049, 59069060, 59069061, 59069062, 59069063, 59069064, 59069065, 59069067, 59069068, 59069069, 59069071, 59069072, 59069073, 59069074, 59069075, 59069076, 59069080, 59069081, 59069082, 59069083, 59069084, 59069085, 59069086"
Guadeloupe,0.477,590690
Guam,0.063,1671
Guatemala,0.208,"502, 5025, 50220, 50221, 50229, 50230, 50231, 50239, 50240, 50241, 50242, 50245, 50249, 50250, 50260, 50261, 50269, 50270, 50271, 50279, 50280, 50281, 50289, 50290, 50291, 50299, 502236, 502241, 502277, 502278, 502279, 502283, 502328, 502377, 502379, 502420, 502421, 502422, 502427, 502428, 502429, 502430, 502431, 502432, 502433, 502434, 502435, 502436, 502437, 502438, 502459, 502460, 502461, 502462, 502463, 502464, 502470, 502471, 502472, 502473, 502501, 502502, 502507, 502508, 502509, 502510, 502511, 502512, 502513, 502514, 502515, 502516, 502517, 502518, 502519, 502520, 502521, 502522, 502523, 502524, 502525, 502526, 502527, 502528, 502529, 502530, 502532, 502533, 502534, 502535, 502536, 502537, 502538, 502539, 502540, 502541, 502542, 502543, 502544, 502545, 502546, 502547, 502548, 502549, 502550, 502552, 502556, 502557, 502559, 502560, 502561, 502562, 502563, 502564, 502565, 502566, 502567, 502568, 502569, 502570, 502572, 502573, 502574, 502575, 502576, 502577, 502578, 502579, 502580, 502582, 502583, 502584, 502585, 502586, 502587, 502588, 502589, 502590, 502592, 502593, 502594, 502595, 502596, 502597, 502598, 502599, 502620, 502628, 502659, 502677, 502678, 502679, 502683, 502723, 502728, 502759, 502779, 502783, 502790, 502794, 502820, 502828, 502859, 502861, 502863, 502865, 502879, 502883, 502920, 502929, 502959, 502979, 502983, 5022220, 5022221, 5022223, 5022229, 5022230, 5022232, 5022238, 5022242, 5022250, 5022251, 5022253, 5022254, 5022255, 5022256, 5022257, 5022258, 5022259, 5022260, 5022261, 5022267, 5022268, 5022269, 5022270, 5022277, 5022278, 5022279, 5022283, 5022285, 5022286, 5022288, 5022289, 5022323, 5022326, 5022327, 5022328, 5022329, 5022331, 5022332, 5022333, 5022334, 5022335, 5022336, 5022337, 5022338, 5022339, 5022350, 5022351, 5022375, 5022376, 5022377, 5022378, 5022379, 5022380, 5022381, 5022382, 5022383, 5022384, 5022385, 5022386, 5022387, 5022388, 5022420, 5022421, 5022422, 5022423, 5022424, 5022425, 5022426, 5022427, 5022428, 5022429, 5022431, 5022432, 5022433, 5022434, 5022435, 5022436, 5022437, 5022438, 5022439, 5022440, 5022441, 5022442, 5022443, 5022444, 5022445, 5022448, 5022449, 5022450, 5022458, 5022459, 5022460, 5022461, 5022462, 5022463, 5022464, 5022470, 5022471, 5022472, 5022473, 5022474, 5022475, 5022476, 5022477, 5022478, 5022479, 5022480, 5022483, 5022484, 5022485, 5024390, 5024391, 5024392, 5024393, 5024394, 5024650, 5024651, 5024652, 5024740, 5024741, 5025310, 5025311, 5025312, 5025313, 5025314, 5025315, 5025316, 5025317, 5025318, 5025319, 5025510, 5025511, 5025512, 5025513, 5025514, 5025515, 5025516, 5025517, 5025518, 5025519, 5025531, 5025532, 5025533, 5025534, 5025535, 5025536, 5025537, 5025538, 5025539, 5025540, 5025541, 5025542, 5025543, 5025544, 5025545, 5025546, 5025547, 5025548, 5025549, 5025550, 5025551, 5025552, 5025553, 5025554, 5025555, 5025556, 5025557, 5025558, 5025559, 5025580, 5025581, 5025582, 5025583, 5025584, 5025585, 5025586, 5025587, 5025588, 5025589, 5025710, 5025711, 5025712, 5025713, 5025714, 5025715, 5025716, 5025717, 5025718, 5025719, 5025810, 5025811, 5025812, 5025813, 5025814, 5025815, 5025816, 5025817, 5025818, 5025819, 5025910, 5025911, 5025912, 5025913, 5025914, 5025915, 5025916, 5025917, 5025918, 5025919, 5026620, 5026621, 5026623, 5026628, 5026629, 5026630, 5026631, 5026632, 5026633, 5026634, 5026635, 5026636, 5026637, 5026640, 5026641, 5026642, 5026643, 5026644, 5026645, 5026646, 5026648, 5026649, 5026650, 5026658, 5026659, 5026660, 5026677, 5026679, 5026683, 5026685, 5027720, 5027721, 5027722, 5027723, 5027728, 5027736, 5027737, 5027738, 5027740, 5027741, 5027742, 5027743, 5027744, 5027755, 5027756, 5027758, 5027759, 5027760, 5027761, 5027762, 5027763, 5027764, 5027765, 5027766, 5027767, 5027768, 5027769, 5027770, 5027771, 5027772, 5027773, 5027774, 5027775, 5027776, 5027777, 5027779, 5027780, 5027783, 5027810, 5027820, 5027821, 5027822, 5027823, 5027828, 5027830, 5027831, 5027832, 5027833, 5027834, 5027838, 5027839, 5027840, 5027841, 5027842, 5027843, 5027844, 5027845, 5027846, 5027849, 5027858, 5027859, 5027861, 5027867, 5027868, 5027870, 5027871, 5027872, 5027873, 5027874, 5027879, 5027880, 5027881, 5027882, 5027883, 5027884, 5027885, 5027886, 5027887, 5027888, 5027889, 5027920, 5027922, 5027923, 5027924, 5027925, 5027926, 5027927, 5027928, 5027929, 5027930, 5027931, 5027932, 5027933, 5027934, 5027935, 5027936, 5027937, 5027938, 5027950, 5027951, 5027952, 5027953, 5027954, 5027958, 5027959, 5027960, 5027968, 5027969, 5027979, 5027983"
Guinea,0.342,"224, 22411, 22412, 22413, 22460, 22462, 22463, 22464, 22465, 22466, 22467"
Guyana,0.400,"592, 5926, 59261, 59262, 59264, 59265, 59266, 59267, 59268, 59269, 59280, 592600, 592601, 592602, 592603, 592604, 592609, 592690, 592691, 592692, 592693, 592694"
Haiti,0.281,"509, 50921, 50922, 50923, 50924"
Haiti,0.312,50925
Haiti,0.360,"5093, 5094, 5095, 5096, 5097, 5098, 5099, 50934, 50935, 50936, 50937, 50938, 50939, 50980, 50981, 50982, 50983, 50984, 50985, 50986, 50987, 50990, 50991, 50992, 50993, 50994, 509206, 509207, 509281, 509294"
Honduras,0.150,"504, 5042, 5045"
Honduras,0.325,"5043, 5048, 5049, 50433, 50472, 50489, 50498, 50499, 504881, 504882, 504883, 504884, 504885, 504886, 504887, 504888, 504889, 5047214, 5047215, 5047217"
"Hong Kong",0.030,"852, 8525, 8526, 8529, 85217, 85248, 85249"
Hungary,0.042,"36, 361"
Hungary,0.264,"3620, 3630, 3660, 3670"
Iceland,0.063,354
Iceland,0.306,35477
Iceland,0.412,"3543, 3546, 3548, 35461, 35462, 35464, 35466, 35467, 35468, 35469, 35483, 35484, 35485, 35486, 35487, 35488, 35489, 354380, 354388, 354389, 354630, 354631, 354632, 354637, 354642, 354650, 354652, 354655, 354659, 354770, 354771, 354772, 354773, 354820, 354821, 354822, 354823, 354824, 354825, 354826, 354827, 354828, 354829"
India,0.030,"91, 919, 9111, 9116, 9117, 9118, 9120, 9122, 9126, 9127, 9128, 9133, 9140, 9141, 9142, 9143, 9144, 9145, 9147, 9148, 9149, 9179, 9180, 9184, 9185, 9186, 9187, 9188, 9189, 9192, 9193, 9194, 9197, 9198, 9199, 91460, 91461, 91462, 91463, 91464, 91465, 91466, 91467, 91468, 91469"
Indonesia,0.060,"6221, 6231"
Indonesia,0.100,"62, 6213, 6222, 6224, 6261, 62231, 62271, 62274, 62331, 62341, 62351, 62361, 62711, 62721, 62761, 62778"
Indonesia,0.110,"62811, 62812, 62813, 62814, 62815, 62816, 62817, 62818, 62819, 62821, 62822, 62823, 62851, 62852, 62853, 62855, 62856, 62857, 62858, 62859, 62877, 62878"
